[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:25:37,245 Batch 149 update metric time 0.0025992393493652344 secs
2019-12-17 18:25:37,246 Batch 149 prepare time 0.00046944618225097656 secs
2019-12-17 18:25:37,247 End Batch callbacks time 0.00018095970153808594 secs
2019-12-17 18:25:38,587 Batch 150 compute time: 1.3385450839996338 secs
2019-12-17 18:25:38,621 Batch 150 update time: 0.033286094665527344 secs
2019-12-17 18:25:38,624 Batch 150 update metric time 0.002627849578857422 secs
2019-12-17 18:25:38,624 Batch 150 prepare time 0.0002980232238769531 secs
2019-12-17 18:25:38,625 Epoch[3] Batch [140-150]	Speed: 11.61 samples/sec	accuracy=0.762500
2019-12-17 18:25:38,625 End Batch callbacks time 0.00040793418884277344 secs
2019-12-17 18:25:39,976 Batch 151 compute time: 1.3489689826965332 secs
2019-12-17 18:25:40,010 Batch 151 update time: 0.03445744514465332 secs
2019-12-17 18:25:40,014 Batch 151 update metric time 0.002634286880493164 secs
2019-12-17 18:25:40,014 Batch 151 prepare time 0.000469207763671875 secs
2019-12-17 18:25:40,015 End Batch callbacks time 9.918212890625e-05 secs
2019-12-17 18:25:41,355 Batch 152 compute time: 1.3381898403167725 secs
2019-12-17 18:25:41,391 Batch 152 update time: 0.035225629806518555 secs
2019-12-17 18:25:41,394 Batch 152 update metric time 0.0026183128356933594 secs
2019-12-17 18:25:41,394 Batch 152 prepare time 0.00029087066650390625 secs
2019-12-17 18:25:41,395 End Batch callbacks time 0.00025773048400878906 secs
2019-12-17 18:25:42,738 Batch 153 compute time: 1.3415617942810059 secs
2019-12-17 18:25:42,773 Batch 153 update time: 0.03460526466369629 secs
2019-12-17 18:25:42,777 Batch 153 update metric time 0.0033659934997558594 secs
2019-12-17 18:25:42,778 Batch 153 prepare time 0.0004620552062988281 secs
2019-12-17 18:25:42,778 End Batch callbacks time 0.0001766681671142578 secs
2019-12-17 18:25:44,119 Batch 154 compute time: 1.3394031524658203 secs
2019-12-17 18:25:44,155 Batch 154 update time: 0.03481316566467285 secs
2019-12-17 18:25:44,158 Batch 154 update metric time 0.0025610923767089844 secs
2019-12-17 18:25:44,158 Batch 154 prepare time 0.0002932548522949219 secs
2019-12-17 18:25:44,159 End Batch callbacks time 0.0002562999725341797 secs
2019-12-17 18:25:45,490 Batch 155 compute time: 1.3299047946929932 secs
2019-12-17 18:25:45,524 Batch 155 update time: 0.03374052047729492 secs
2019-12-17 18:25:45,528 Batch 155 update metric time 0.0026214122772216797 secs
2019-12-17 18:25:45,528 Batch 155 prepare time 0.00029778480529785156 secs
2019-12-17 18:25:45,529 End Batch callbacks time 0.00018215179443359375 secs
2019-12-17 18:25:46,860 Batch 156 compute time: 1.3299648761749268 secs
2019-12-17 18:25:46,899 Batch 156 update time: 0.03847861289978027 secs
2019-12-17 18:25:46,902 Batch 156 update metric time 0.0026390552520751953 secs
2019-12-17 18:25:46,903 Batch 156 prepare time 0.0005297660827636719 secs
2019-12-17 18:25:46,903 End Batch callbacks time 0.00017833709716796875 secs
2019-12-17 18:25:48,224 Batch 157 compute time: 1.3192329406738281 secs
2019-12-17 18:25:48,260 Batch 157 update time: 0.03546905517578125 secs
2019-12-17 18:25:48,263 Batch 157 update metric time 0.002605438232421875 secs
2019-12-17 18:25:48,264 Batch 157 prepare time 0.0003027915954589844 secs
2019-12-17 18:25:48,264 End Batch callbacks time 0.00018072128295898438 secs
2019-12-17 18:25:49,612 Batch 158 compute time: 1.3460896015167236 secs
2019-12-17 18:25:49,648 Batch 158 update time: 0.03546547889709473 secs
2019-12-17 18:25:49,651 Batch 158 update metric time 0.0027933120727539062 secs
2019-12-17 18:25:49,652 Batch 158 prepare time 0.0004622936248779297 secs
2019-12-17 18:25:49,652 End Batch callbacks time 0.00018334388732910156 secs
2019-12-17 18:25:51,002 Batch 159 compute time: 1.3479902744293213 secs
2019-12-17 18:25:51,035 Batch 159 update time: 0.03278303146362305 secs
2019-12-17 18:25:51,039 Batch 159 update metric time 0.0028145313262939453 secs
2019-12-17 18:25:51,039 Batch 159 prepare time 0.00032591819763183594 secs
2019-12-17 18:25:51,040 End Batch callbacks time 9.655952453613281e-05 secs
2019-12-17 18:25:52,374 Batch 160 compute time: 1.3327667713165283 secs
2019-12-17 18:25:52,410 Batch 160 update time: 0.035228729248046875 secs
2019-12-17 18:25:52,413 Batch 160 update metric time 0.002638101577758789 secs
2019-12-17 18:25:52,413 Batch 160 prepare time 0.0002079010009765625 secs
2019-12-17 18:25:52,414 Epoch[3] Batch [150-160]	Speed: 11.60 samples/sec	accuracy=0.856250
2019-12-17 18:25:52,414 End Batch callbacks time 0.0004260540008544922 secs
2019-12-17 18:25:52,416 Epoch[3] Train-accuracy=0.773680
2019-12-17 18:25:52,416 Epoch[3] Time cost=221.809
2019-12-17 18:25:52,416 Epoch[3] Compute Time cost=215.110
2019-12-17 18:25:52,416 Epoch[3] Update Time cost=5.556
2019-12-17 18:25:52,416 Epoch[3] Metric Update Time cost=0.433
2019-12-17 18:25:52,416 Epoch[3] Prepare Update Time cost=0.093
2019-12-17 18:25:52,417 Epoch[3] Calculated Time cost=221.192
2019-12-17 18:25:52,735 Epoch 3 param sync time is 0.31842875480651855 secs
2019-12-17 18:25:53,128 Saved checkpoint to "calTech-resnet-50-0004.params" in 0.383 secs
2019-12-17 18:26:10,649 Epoch[3] Validation-accuracy=0.671875
2019-12-17 18:26:10,649 Epoch[3] Validation Time cost=17.521
2019-12-17 18:26:11,977 Batch 0 compute time: 1.3239319324493408 secs
2019-12-17 18:26:12,004 Batch 0 update time: 0.026841402053833008 secs
2019-12-17 18:26:12,008 Batch 0 update metric time 0.0030405521392822266 secs
2019-12-17 18:26:12,009 Batch 0 prepare time 0.00035190582275390625 secs
2019-12-17 18:26:12,010 End Batch callbacks time 0.00019240379333496094 secs
2019-12-17 18:26:13,343 Batch 1 compute time: 1.3312828540802002 secs
2019-12-17 18:26:13,380 Batch 1 update time: 0.0368494987487793 secs
2019-12-17 18:26:13,384 Batch 1 update metric time 0.002680063247680664 secs
2019-12-17 18:26:13,385 Batch 1 prepare time 0.0005700588226318359 secs
2019-12-17 18:26:13,385 End Batch callbacks time 0.00030517578125 secs
2019-12-17 18:26:14,712 Batch 2 compute time: 1.3244175910949707 secs
2019-12-17 18:26:14,745 Batch 2 update time: 0.03295445442199707 secs
2019-12-17 18:26:14,748 Batch 2 update metric time 0.002720355987548828 secs
2019-12-17 18:26:14,749 Batch 2 prepare time 0.0003445148468017578 secs
2019-12-17 18:26:14,750 End Batch callbacks time 0.0002694129943847656 secs
2019-12-17 18:26:16,083 Batch 3 compute time: 1.3303883075714111 secs
2019-12-17 18:26:16,118 Batch 3 update time: 0.03494763374328613 secs
2019-12-17 18:26:16,121 Batch 3 update metric time 0.0026674270629882812 secs
2019-12-17 18:26:16,122 Batch 3 prepare time 0.0005557537078857422 secs
2019-12-17 18:26:16,123 End Batch callbacks time 0.0003428459167480469 secs
2019-12-17 18:26:17,452 Batch 4 compute time: 1.3270931243896484 secs
2019-12-17 18:26:17,487 Batch 4 update time: 0.03431558609008789 secs
2019-12-17 18:26:17,490 Batch 4 update metric time 0.0027937889099121094 secs
2019-12-17 18:26:17,491 Batch 4 prepare time 0.0004265308380126953 secs
2019-12-17 18:26:17,492 End Batch callbacks time 0.0002765655517578125 secs
2019-12-17 18:26:18,832 Batch 5 compute time: 1.3381586074829102 secs
2019-12-17 18:26:18,866 Batch 5 update time: 0.033551931381225586 secs
2019-12-17 18:26:18,869 Batch 5 update metric time 0.002748727798461914 secs
2019-12-17 18:26:18,870 Batch 5 prepare time 0.0003407001495361328 secs
2019-12-17 18:26:18,871 End Batch callbacks time 0.00024962425231933594 secs
2019-12-17 18:26:20,222 Batch 6 compute time: 1.3489348888397217 secs
2019-12-17 18:26:20,255 Batch 6 update time: 0.03247356414794922 secs
2019-12-17 18:26:20,258 Batch 6 update metric time 0.0027112960815429688 secs
2019-12-17 18:26:20,259 Batch 6 prepare time 0.00064849853515625 secs
2019-12-17 18:26:20,260 End Batch callbacks time 0.0002484321594238281 secs
2019-12-17 18:26:21,601 Batch 7 compute time: 1.339550256729126 secs
2019-12-17 18:26:21,634 Batch 7 update time: 0.03300166130065918 secs
2019-12-17 18:26:21,638 Batch 7 update metric time 0.002695798873901367 secs
2019-12-17 18:26:21,638 Batch 7 prepare time 0.0003600120544433594 secs
2019-12-17 18:26:21,639 End Batch callbacks time 0.00018143653869628906 secs
2019-12-17 18:26:22,972 Batch 8 compute time: 1.331111192703247 secs
2019-12-17 18:26:23,020 Batch 8 update time: 0.04743337631225586 secs
2019-12-17 18:26:23,023 Batch 8 update metric time 0.0026831626892089844 secs
2019-12-17 18:26:23,024 Batch 8 prepare time 0.00046133995056152344 secs
2019-12-17 18:26:23,024 End Batch callbacks time 0.0001399517059326172 secs
2019-12-17 18:26:24,355 Batch 9 compute time: 1.3294761180877686 secs
2019-12-17 18:26:24,390 Batch 9 update time: 0.033624887466430664 secs
2019-12-17 18:26:24,393 Batch 9 update metric time 0.0026378631591796875 secs
2019-12-17 18:26:24,393 Batch 9 prepare time 0.00033545494079589844 secs
2019-12-17 18:26:24,394 End Batch callbacks time 0.00010371208190917969 secs
2019-12-17 18:26:25,734 Batch 10 compute time: 1.3383359909057617 secs
2019-12-17 18:26:25,779 Batch 10 update time: 0.044504642486572266 secs
2019-12-17 18:26:25,782 Batch 10 update metric time 0.0025649070739746094 secs
2019-12-17 18:26:25,783 Batch 10 prepare time 0.0005369186401367188 secs
2019-12-17 18:26:25,783 Epoch[4] Batch [0-10]	Speed: 11.62 samples/sec	accuracy=0.823864
2019-12-17 18:26:25,783 End Batch callbacks time 0.0004639625549316406 secs
2019-12-17 18:26:27,111 Batch 11 compute time: 1.3257334232330322 secs
2019-12-17 18:26:27,145 Batch 11 update time: 0.03404045104980469 secs
2019-12-17 18:26:27,149 Batch 11 update metric time 0.0026531219482421875 secs
2019-12-17 18:26:27,149 Batch 11 prepare time 0.0003139972686767578 secs
2019-12-17 18:26:27,150 End Batch callbacks time 9.918212890625e-05 secs
2019-12-17 18:26:28,476 Batch 12 compute time: 1.324620246887207 secs
2019-12-17 18:26:28,519 Batch 12 update time: 0.04288816452026367 secs
2019-12-17 18:26:28,522 Batch 12 update metric time 0.002538919448852539 secs
2019-12-17 18:26:28,523 Batch 12 prepare time 0.0004901885986328125 secs
2019-12-17 18:26:28,524 End Batch callbacks time 0.0002002716064453125 secs
2019-12-17 18:26:29,861 Batch 13 compute time: 1.3361518383026123 secs
2019-12-17 18:26:29,895 Batch 13 update time: 0.03346848487854004 secs
2019-12-17 18:26:29,898 Batch 13 update metric time 0.0022094249725341797 secs
2019-12-17 18:26:29,899 Batch 13 prepare time 0.0003752708435058594 secs
2019-12-17 18:26:29,899 End Batch callbacks time 9.5367431640625e-05 secs
2019-12-17 18:26:31,220 Batch 14 compute time: 1.3197641372680664 secs
2019-12-17 18:26:31,261 Batch 14 update time: 0.04021000862121582 secs
2019-12-17 18:26:31,264 Batch 14 update metric time 0.0026369094848632812 secs
2019-12-17 18:26:31,265 Batch 14 prepare time 0.0003008842468261719 secs
2019-12-17 18:26:31,265 End Batch callbacks time 0.00017976760864257812 secs
2019-12-17 18:26:32,588 Batch 15 compute time: 1.3209123611450195 secs
2019-12-17 18:26:32,624 Batch 15 update time: 0.03578305244445801 secs
2019-12-17 18:26:32,627 Batch 15 update metric time 0.0026085376739501953 secs
2019-12-17 18:26:32,628 Batch 15 prepare time 0.0005042552947998047 secs
2019-12-17 18:26:32,628 End Batch callbacks time 0.00010347366333007812 secs
2019-12-17 18:26:33,957 Batch 16 compute time: 1.3268506526947021 secs
2019-12-17 18:26:33,983 Batch 16 update time: 0.025696277618408203 secs
2019-12-17 18:26:33,987 Batch 16 update metric time 0.002776622772216797 secs
2019-12-17 18:26:33,987 Batch 16 prepare time 0.0003058910369873047 secs
2019-12-17 18:26:33,988 End Batch callbacks time 0.00010251998901367188 secs
2019-12-17 18:26:35,326 Batch 17 compute time: 1.3365774154663086 secs
2019-12-17 18:26:35,358 Batch 17 update time: 0.03152036666870117 secs
2019-12-17 18:26:35,361 Batch 17 update metric time 0.0024797916412353516 secs
2019-12-17 18:26:35,362 Batch 17 prepare time 0.00046181678771972656 secs
2019-12-17 18:26:35,362 End Batch callbacks time 0.0001811981201171875 secs
2019-12-17 18:26:36,689 Batch 18 compute time: 1.325488567352295 secs
2019-12-17 18:26:36,720 Batch 18 update time: 0.02982616424560547 secs
2019-12-17 18:26:36,722 Batch 18 update metric time 0.002157926559448242 secs
2019-12-17 18:26:36,723 Batch 18 prepare time 0.0003037452697753906 secs
2019-12-17 18:26:36,723 End Batch callbacks time 0.0001842975616455078 secs
2019-12-17 18:26:38,060 Batch 19 compute time: 1.3349013328552246 secs
2019-12-17 18:26:38,091 Batch 19 update time: 0.03081965446472168 secs
2019-12-17 18:26:38,094 Batch 19 update metric time 0.002313375473022461 secs
2019-12-17 18:26:38,095 Batch 19 prepare time 0.0005483627319335938 secs
2019-12-17 18:26:38,095 End Batch callbacks time 0.00018835067749023438 secs
2019-12-17 18:26:39,445 Batch 20 compute time: 1.3477821350097656 secs
2019-12-17 18:26:39,478 Batch 20 update time: 0.033200979232788086 secs
2019-12-17 18:26:39,482 Batch 20 update metric time 0.0026628971099853516 secs
2019-12-17 18:26:39,482 Batch 20 prepare time 0.0003581047058105469 secs
2019-12-17 18:26:39,483 Epoch[4] Batch [10-20]	Speed: 11.68 samples/sec	accuracy=0.856250
2019-12-17 18:26:39,484 End Batch callbacks time 0.0008699893951416016 secs
2019-12-17 18:26:40,826 Batch 21 compute time: 1.3406600952148438 secs
2019-12-17 18:26:40,858 Batch 21 update time: 0.031638383865356445 secs
2019-12-17 18:26:40,861 Batch 21 update metric time 0.0024929046630859375 secs
2019-12-17 18:26:40,862 Batch 21 prepare time 0.0005927085876464844 secs
2019-12-17 18:26:40,863 End Batch callbacks time 0.0002474784851074219 secs
2019-12-17 18:26:42,201 Batch 22 compute time: 1.3361330032348633 secs
2019-12-17 18:26:42,234 Batch 22 update time: 0.032770395278930664 secs
2019-12-17 18:26:42,237 Batch 22 update metric time 0.0026831626892089844 secs
2019-12-17 18:26:42,238 Batch 22 prepare time 0.00031948089599609375 secs
2019-12-17 18:26:42,238 End Batch callbacks time 0.00010371208190917969 secs
2019-12-17 18:26:43,585 Batch 23 compute time: 1.3450288772583008 secs
2019-12-17 18:26:43,621 Batch 23 update time: 0.035516977310180664 secs
2019-12-17 18:26:43,624 Batch 23 update metric time 0.0026922225952148438 secs
2019-12-17 18:26:43,625 Batch 23 prepare time 0.00048804283142089844 secs
2019-12-17 18:26:43,625 End Batch callbacks time 0.00010704994201660156 secs
2019-12-17 18:26:44,968 Batch 24 compute time: 1.3413517475128174 secs
2019-12-17 18:26:45,003 Batch 24 update time: 0.03498387336730957 secs
2019-12-17 18:26:45,007 Batch 24 update metric time 0.0025484561920166016 secs
2019-12-17 18:26:45,007 Batch 24 prepare time 0.00032782554626464844 secs
2019-12-17 18:26:45,008 End Batch callbacks time 0.00013589859008789062 secs
2019-12-17 18:26:46,342 Batch 25 compute time: 1.3328592777252197 secs
2019-12-17 18:26:46,377 Batch 25 update time: 0.03463125228881836 secs
2019-12-17 18:26:46,381 Batch 25 update metric time 0.003063201904296875 secs
2019-12-17 18:26:46,382 Batch 25 prepare time 0.00034880638122558594 secs
2019-12-17 18:26:46,382 End Batch callbacks time 0.00020456314086914062 secs
2019-12-17 18:26:47,718 Batch 26 compute time: 1.3347406387329102 secs
2019-12-17 18:26:47,748 Batch 26 update time: 0.029417753219604492 secs
2019-12-17 18:26:47,751 Batch 26 update metric time 0.0024247169494628906 secs
2019-12-17 18:26:47,752 Batch 26 prepare time 0.0004832744598388672 secs
2019-12-17 18:26:47,752 End Batch callbacks time 0.00011396408081054688 secs
2019-12-17 18:26:49,085 Batch 27 compute time: 1.3307676315307617 secs
2019-12-17 18:26:49,119 Batch 27 update time: 0.0340120792388916 secs
2019-12-17 18:26:49,122 Batch 27 update metric time 0.002543926239013672 secs
2019-12-17 18:26:49,123 Batch 27 prepare time 0.0003230571746826172 secs
2019-12-17 18:26:49,123 End Batch callbacks time 0.00010347366333007812 secs
2019-12-17 18:26:50,472 Batch 28 compute time: 1.3472363948822021 secs
2019-12-17 18:26:50,503 Batch 28 update time: 0.029805660247802734 secs
2019-12-17 18:26:50,506 Batch 28 update metric time 0.002687692642211914 secs
2019-12-17 18:26:50,507 Batch 28 prepare time 0.0006279945373535156 secs
2019-12-17 18:26:50,507 End Batch callbacks time 0.00010275840759277344 secs
2019-12-17 18:26:51,835 Batch 29 compute time: 1.326115369796753 secs
2019-12-17 18:26:51,869 Batch 29 update time: 0.03369641304016113 secs
2019-12-17 18:26:51,872 Batch 29 update metric time 0.002623319625854492 secs
2019-12-17 18:26:51,873 Batch 29 prepare time 0.0003726482391357422 secs
2019-12-17 18:26:51,873 End Batch callbacks time 0.00018215179443359375 secs
2019-12-17 18:26:53,215 Batch 30 compute time: 1.338937759399414 secs
2019-12-17 18:26:53,248 Batch 30 update time: 0.033008575439453125 secs
2019-12-17 18:26:53,251 Batch 30 update metric time 0.0024824142456054688 secs
2019-12-17 18:26:53,252 Batch 30 prepare time 0.0005733966827392578 secs
2019-12-17 18:26:53,253 Epoch[4] Batch [20-30]	Speed: 11.62 samples/sec	accuracy=0.850000
2019-12-17 18:26:53,254 End Batch callbacks time 0.0011012554168701172 secs
2019-12-17 18:26:54,596 Batch 31 compute time: 1.3403785228729248 secs
2019-12-17 18:26:54,629 Batch 31 update time: 0.03303956985473633 secs
2019-12-17 18:26:54,632 Batch 31 update metric time 0.0026934146881103516 secs
2019-12-17 18:26:54,634 Batch 31 prepare time 0.0015480518341064453 secs
2019-12-17 18:26:54,635 End Batch callbacks time 0.000110626220703125 secs
2019-12-17 18:26:55,977 Batch 32 compute time: 1.3408210277557373 secs
2019-12-17 18:26:56,012 Batch 32 update time: 0.03365325927734375 secs
2019-12-17 18:26:56,015 Batch 32 update metric time 0.002597808837890625 secs
2019-12-17 18:26:56,016 Batch 32 prepare time 0.0005536079406738281 secs
2019-12-17 18:26:56,016 End Batch callbacks time 0.0001709461212158203 secs
2019-12-17 18:26:57,353 Batch 33 compute time: 1.334749460220337 secs
2019-12-17 18:26:57,387 Batch 33 update time: 0.03395843505859375 secs
2019-12-17 18:26:57,391 Batch 33 update metric time 0.0026023387908935547 secs
2019-12-17 18:26:57,391 Batch 33 prepare time 0.00035643577575683594 secs
2019-12-17 18:26:57,392 End Batch callbacks time 0.00018739700317382812 secs
2019-12-17 18:26:58,729 Batch 34 compute time: 1.3345234394073486 secs
2019-12-17 18:26:58,757 Batch 34 update time: 0.027970314025878906 secs
2019-12-17 18:26:58,760 Batch 34 update metric time 0.002480030059814453 secs
2019-12-17 18:26:58,762 Batch 34 prepare time 0.0015807151794433594 secs
2019-12-17 18:26:58,763 End Batch callbacks time 0.00019598007202148438 secs
2019-12-17 18:27:00,099 Batch 35 compute time: 1.3343799114227295 secs
2019-12-17 18:27:00,133 Batch 35 update time: 0.03409266471862793 secs
2019-12-17 18:27:00,136 Batch 35 update metric time 0.0026254653930664062 secs
2019-12-17 18:27:00,137 Batch 35 prepare time 0.0005333423614501953 secs
2019-12-17 18:27:00,138 End Batch callbacks time 0.00016307830810546875 secs
2019-12-17 18:27:01,471 Batch 36 compute time: 1.3310387134552002 secs
2019-12-17 18:27:01,506 Batch 36 update time: 0.03424835205078125 secs
2019-12-17 18:27:01,509 Batch 36 update metric time 0.0026204586029052734 secs
2019-12-17 18:27:01,510 Batch 36 prepare time 0.00036215782165527344 secs
2019-12-17 18:27:01,510 End Batch callbacks time 0.00018358230590820312 secs
2019-12-17 18:27:02,838 Batch 37 compute time: 1.325754165649414 secs
2019-12-17 18:27:02,873 Batch 37 update time: 0.03401970863342285 secs
2019-12-17 18:27:02,876 Batch 37 update metric time 0.002676725387573242 secs
2019-12-17 18:27:02,877 Batch 37 prepare time 0.0005443096160888672 secs
2019-12-17 18:27:02,878 End Batch callbacks time 0.0001761913299560547 secs
2019-12-17 18:27:04,220 Batch 38 compute time: 1.3400397300720215 secs
2019-12-17 18:27:04,258 Batch 38 update time: 0.03751420974731445 secs
2019-12-17 18:27:04,261 Batch 38 update metric time 0.0026972293853759766 secs
2019-12-17 18:27:04,262 Batch 38 prepare time 0.0003478527069091797 secs
2019-12-17 18:27:04,262 End Batch callbacks time 0.00018024444580078125 secs
2019-12-17 18:27:05,603 Batch 39 compute time: 1.3382058143615723 secs
2019-12-17 18:27:05,636 Batch 39 update time: 0.03277015686035156 secs
2019-12-17 18:27:05,639 Batch 39 update metric time 0.002613544464111328 secs
2019-12-17 18:27:05,640 Batch 39 prepare time 0.0005440711975097656 secs
2019-12-17 18:27:05,641 End Batch callbacks time 0.00045752525329589844 secs
2019-12-17 18:27:06,982 Batch 40 compute time: 1.3382999897003174 secs
2019-12-17 18:27:07,016 Batch 40 update time: 0.034249305725097656 secs
2019-12-17 18:27:07,019 Batch 40 update metric time 0.0027205944061279297 secs
2019-12-17 18:27:07,020 Batch 40 prepare time 0.0003509521484375 secs
2019-12-17 18:27:07,021 Epoch[4] Batch [30-40]	Speed: 11.62 samples/sec	accuracy=0.843750
2019-12-17 18:27:07,022 End Batch callbacks time 0.0008950233459472656 secs
2019-12-17 18:27:08,364 Batch 41 compute time: 1.3403065204620361 secs
2019-12-17 18:27:08,403 Batch 41 update time: 0.03838610649108887 secs
2019-12-17 18:27:08,406 Batch 41 update metric time 0.0028493404388427734 secs
2019-12-17 18:27:08,408 Batch 41 prepare time 0.0018038749694824219 secs
2019-12-17 18:27:08,409 End Batch callbacks time 0.00011491775512695312 secs
2019-12-17 18:27:09,750 Batch 42 compute time: 1.3396472930908203 secs
2019-12-17 18:27:09,786 Batch 42 update time: 0.035008907318115234 secs
2019-12-17 18:27:09,789 Batch 42 update metric time 0.002455472946166992 secs
2019-12-17 18:27:09,789 Batch 42 prepare time 0.00033736228942871094 secs
2019-12-17 18:27:09,790 End Batch callbacks time 0.00018548965454101562 secs
2019-12-17 18:27:11,131 Batch 43 compute time: 1.338526725769043 secs
2019-12-17 18:27:11,166 Batch 43 update time: 0.034415245056152344 secs
2019-12-17 18:27:11,169 Batch 43 update metric time 0.0027627944946289062 secs
2019-12-17 18:27:11,170 Batch 43 prepare time 0.0003345012664794922 secs
2019-12-17 18:27:11,170 End Batch callbacks time 0.0001811981201171875 secs
2019-12-17 18:27:12,514 Batch 44 compute time: 1.3411741256713867 secs
2019-12-17 18:27:12,547 Batch 44 update time: 0.032755136489868164 secs
2019-12-17 18:27:12,550 Batch 44 update metric time 0.002658367156982422 secs
2019-12-17 18:27:12,551 Batch 44 prepare time 0.0006740093231201172 secs
2019-12-17 18:27:12,552 End Batch callbacks time 0.00018906593322753906 secs
2019-12-17 18:27:13,891 Batch 45 compute time: 1.337204933166504 secs
2019-12-17 18:27:13,933 Batch 45 update time: 0.041769981384277344 secs
2019-12-17 18:27:13,936 Batch 45 update metric time 0.002667665481567383 secs
2019-12-17 18:27:13,937 Batch 45 prepare time 0.00034165382385253906 secs
2019-12-17 18:27:13,938 End Batch callbacks time 0.0001881122589111328 secs
2019-12-17 18:27:15,275 Batch 46 compute time: 1.3353164196014404 secs
2019-12-17 18:27:15,309 Batch 46 update time: 0.03338432312011719 secs
2019-12-17 18:27:15,312 Batch 46 update metric time 0.002534151077270508 secs
2019-12-17 18:27:15,313 Batch 46 prepare time 0.0005497932434082031 secs
2019-12-17 18:27:15,314 End Batch callbacks time 0.0002276897430419922 secs
2019-12-17 18:27:16,660 Batch 47 compute time: 1.3434271812438965 secs
2019-12-17 18:27:16,694 Batch 47 update time: 0.0335688591003418 secs
2019-12-17 18:27:16,696 Batch 47 update metric time 0.0022902488708496094 secs
2019-12-17 18:27:16,697 Batch 47 prepare time 0.000335693359375 secs
2019-12-17 18:27:16,698 End Batch callbacks time 0.0001819133758544922 secs
2019-12-17 18:27:18,034 Batch 48 compute time: 1.3343546390533447 secs
2019-12-17 18:27:18,068 Batch 48 update time: 0.03283190727233887 secs
2019-12-17 18:27:18,071 Batch 48 update metric time 0.0028014183044433594 secs
2019-12-17 18:27:18,072 Batch 48 prepare time 0.0005395412445068359 secs
2019-12-17 18:27:18,073 End Batch callbacks time 0.00018334388732910156 secs
2019-12-17 18:27:19,414 Batch 49 compute time: 1.3388278484344482 secs
2019-12-17 18:27:19,447 Batch 49 update time: 0.03236842155456543 secs
2019-12-17 18:27:19,450 Batch 49 update metric time 0.0026645660400390625 secs
2019-12-17 18:27:19,451 Batch 49 prepare time 0.00034618377685546875 secs
2019-12-17 18:27:19,451 End Batch callbacks time 0.00018739700317382812 secs
2019-12-17 18:27:20,795 Batch 50 compute time: 1.3412296772003174 secs
2019-12-17 18:27:20,826 Batch 50 update time: 0.030864238739013672 secs
2019-12-17 18:27:20,829 Batch 50 update metric time 0.0023956298828125 secs
2019-12-17 18:27:20,835 Batch 50 prepare time 0.0054473876953125 secs
2019-12-17 18:27:20,835 Epoch[4] Batch [40-50]	Speed: 11.58 samples/sec	accuracy=0.800000
2019-12-17 18:27:20,835 End Batch callbacks time 0.00032901763916015625 secs
2019-12-17 18:27:22,179 Batch 51 compute time: 1.3426909446716309 secs
2019-12-17 18:27:22,213 Batch 51 update time: 0.033789634704589844 secs
2019-12-17 18:27:22,217 Batch 51 update metric time 0.0028426647186279297 secs
2019-12-17 18:27:22,219 Batch 51 prepare time 0.0016651153564453125 secs
2019-12-17 18:27:22,219 End Batch callbacks time 0.00011897087097167969 secs
2019-12-17 18:27:23,551 Batch 52 compute time: 1.330449104309082 secs
2019-12-17 18:27:23,587 Batch 52 update time: 0.0347900390625 secs
2019-12-17 18:27:23,590 Batch 52 update metric time 0.0025413036346435547 secs
2019-12-17 18:27:23,591 Batch 52 prepare time 0.0005600452423095703 secs
2019-12-17 18:27:23,591 End Batch callbacks time 0.00036525726318359375 secs
2019-12-17 18:27:24,933 Batch 53 compute time: 1.3395862579345703 secs
2019-12-17 18:27:24,968 Batch 53 update time: 0.03419017791748047 secs
2019-12-17 18:27:24,970 Batch 53 update metric time 0.0024156570434570312 secs
2019-12-17 18:27:24,972 Batch 53 prepare time 0.0006306171417236328 secs
2019-12-17 18:27:24,972 End Batch callbacks time 0.0001556873321533203 secs
2019-12-17 18:27:26,317 Batch 54 compute time: 1.3427584171295166 secs
2019-12-17 18:27:26,349 Batch 54 update time: 0.03147172927856445 secs
2019-12-17 18:27:26,352 Batch 54 update metric time 0.0025687217712402344 secs
2019-12-17 18:27:26,352 Batch 54 prepare time 0.0003185272216796875 secs
2019-12-17 18:27:26,353 End Batch callbacks time 0.00011014938354492188 secs
2019-12-17 18:27:27,693 Batch 55 compute time: 1.3382694721221924 secs
2019-12-17 18:27:27,728 Batch 55 update time: 0.03540778160095215 secs
2019-12-17 18:27:27,731 Batch 55 update metric time 0.002534151077270508 secs
2019-12-17 18:27:27,732 Batch 55 prepare time 0.00045037269592285156 secs
2019-12-17 18:27:27,733 End Batch callbacks time 0.00010728836059570312 secs
2019-12-17 18:27:29,063 Batch 56 compute time: 1.3283288478851318 secs
2019-12-17 18:27:29,095 Batch 56 update time: 0.0318751335144043 secs
2019-12-17 18:27:29,098 Batch 56 update metric time 0.0025832653045654297 secs
2019-12-17 18:27:29,099 Batch 56 prepare time 0.00039315223693847656 secs
